"loc:397b812c-cf26-4c87-991b-58677b4703a0","parchment","Translucent or opaque material made from calf, sheep, or goat skin which has been limed, dehaired, scraped, and dried under tension to produce a thin, strong material for writing, bookbinding, or other uses. For finer quality calf parchment, use ""vellum."" The terms parchment and vellum sometimes have been and still are both confused and used interchangeably."
"loc:65edc032-82ae-4808-b449-efa6a228a6ca","vellum","Fine-quality calf or lamb parchment used for writing, illuminations, or binding books. The terms ""vellum"" and ""parchment"" are sometimes confused and used interchangeably."
"loc:982aee63-6edb-4184-b5fe-f906912aaf11","paper","Refers generally to all types of thin matted or felted sheets or webs of fiber formed and dried on a fine screen from a pulpy water suspension. The fibers may be animal, such as hair, silk or wool, or mineral, such as asbestos, or synthetic. However most paper is made from cellulosic plant fiber, such as from wood pulp, grass, cotton, linen, and straw."
"loc:e84e1c09-8e85-498c-9811-9fc712c0a970","papyrus","A writing material prepared from thin strips of the pith of the papyrus plant laid together, soaked, pressed, and dried."
"loc:d10e4374-db00-49eb-94f8-5033faac762b","wove paper","A paper cast onto a woven screen made from wire mesh or fabric. When examined in transmitted light, wove paper sometimes shows a characteristic weave impression from the screen pattern. Wove paper differs from laid paper as there are no laid lines and chains lines visible in transmitted light"
"loc:adee3da6-556a-441e-9075-420d18efafaf","PVA","Synthetic resin derived from the polymerization of vinyl acetate. Used primarily as the filming agent in water-based paints, and also as an ingredient in adhesives."
"loc:98b2a250-5e08-4196-806b-f6bb46fdfd82","isinglass","A gelatin made from the dried swim bladders, or fish sounds, of sturgeon and other fishes."
"loc:2dacfb85-947b-4616-8eab-8e041340dec7","acrylic paint","Paint consisting of pigments or dyes bound in an emulsion of acrylic, which is a colorless, transparent, thermoplastic synthetic resin made by the polymerization of acrylic acid derivatives."
"loc:7d20256f-55f7-4121-83b0-94c71b13fdc0","colored pencil","Pencils with colored cores made from pigmented wax or other compound materials, rather than graphite."
"loc:7feda159-b858-4508-8c6e-ae76c4109d36","lithograph","Prints made using the process of lithography, which is a planographic printing process in which a design is deposited on the stone or plate with a greasy substance which will accept ink."
"loc:8281d90b-25c7-47cf-84e8-7d2ea8dc6bc7","surface cleaning","Surface cleaning refers to the removal of dirt, dust, varnish and other debris from the surface of an object. By cleaning, colors may become more vibrant, details may become more clearer and previously unseen aspects of an object may become more visible."
"loc:06a37aa1-5505-4a84-ae13-0dafdd49dcfa","washing","Cleansing with water or other liquid."
"loc:979ee8f9-f25e-4af7-9b54-b3047cd4e903","bleaching","The process of whitening or lightening the color of a material by means of oxidation through the use of chemicals or exposure to sunlight."
"loc:a96b5a7a-4884-4442-89e8-c5890cd25020","inpainting","A restoration technique in which areas of loss in the media and in some cases in the support are compensated to provide visual continuity. Various artist's media may be employed"
"loc:4ff5ec0f-b891-42fd-b805-2ea1b2adc04c","sizing","Process by which the surface of a sheet material is smoothed and made less porous in preparation for writing, drawing or printing by the application of a liquid material such as starch or gelatine."
"loc:6032dbc7-b830-4ebb-a3af-8f9496bb9912","gouache","A matte, opaque watercolor paint typically having gum arabic, gum senegal, or dextrin as a binder. Gouache paints differ from watercolor paints, which use transparent pigments. Chalk and other white fillers may be added to some colors. Gouache was used for miniature paintings in the 16th-18th centuries, for decorative paintings on interior walls, and for printing wall paper patterns. Poster paints are an inexpensive version of gouache. The term originally had a different meaning, referring to oil applied on top of tempera painting."
"loc:6962c43b-6702-4080-b1fa-706e5215a643","wheat starch paste","Adhesive made from flour containing 70% starch and 12% gluten. It is clear, and reversible with water."
"loc:9427a904-6d88-4b95-b064-86aba33178dd","dry cleaning","Any of various nonaqueous cleaning methods such as the removal of surface dirt by brushing, using appropriate erasers on paper, or the use of nonaqueous organic solvents on fabrics."
"loc:bdcdeb57-dc47-4058-96c3-cfccea0f735b","consolidation","Stabilizing degraded or weakened areas by introducing or attaching materials capable of holding them together."
"loc:6c600be0-dd45-4cdf-befd-230e2e82a11f","fixing/consolidation","Consolidation is defined as the application or (in some cases) the regeneration of binding material to improve cohesion of loose or friable media or substrate and reattach it (if necessary) to its support.  "
"loc:687ccb00-81d0-479f-9d72-044b91546825","flattening","Making flat, as in removing wrinkles or folds.
 "
"loc:8152ba03-13d3-421d-a0d4-507bbe7ca072","humidification","The process of raising the level of relative humidity in a closed environment, such as a building or room; use also for the treatment of items by making them moist"
"loc:7ab02df9-5e78-454f-9536-963cac18f688","textile","Materials produced by weaving, felting, knotting, twining, or otherwise processing natural or synthetic fibers so that they cohere into a form or unit; traditionally excludes fiberboard, paper, papier-mâché, and papyrus, which, though also fiber products, are considered as separate types of material"
"loc:514f52d7-37a1-45a3-8dc6-a6ac9d0aecef","blind tooling","Tooling, using implements which are usually hand-held and heated, without the addition of gold leaf, silver leaf, or color; often on leather or cloth"
"loc:acb60fc6-53b4-4120-8776-06dcaf06e25f","gold tooling","Tooling using implements that are usually hand-held, heated, and pressed onto gold leaf leaving a pattern in gold on a surface"
"loc:c9718ed8-8891-4617-a239-94e5d09c3b45","mending","Use generally for the process of making relatively minor repairs to an object, as by darning, patching, or joining pieces back together, without replacing large portions of the object. In the context of book and paper conservation, use specifically for repairs that do not involve the replacement of any of the original material."
"loc:af102085-70f2-402c-82e3-1ed349c2d6ec","bookcloth","Textile material produced for use in covering book bindings, typically woven cotton or linen subjected to processes to stiffen, color, and pattern it and enhance its durability, such as bleaching, dying, sizing, impregnating, glazing, and embossing."
"loc:9831d1b6-b363-4a48-8c78-6015a913eddf","fore-edge painting","A scene painted on the fore edge of a book, either with the edge solid so that the resultant painting is visible with the book closed, or, in the more accepted use of the term, with the edge fanned out so that the painting is not visible with the book closed. "
"loc:13d682c4-bf88-4c06-a85f-1456180b6418","fills","A technique employed to replace a loss. Fills range from an insert of a like and stable paper, a pulp fill, or simply provided by lining. Fills may be considered stabilizing and/or restorative"
"loc:fb04f717-22f2-44b0-94f3-60064276ffef","rabbit skin glue","Hide glue made from rabbits. Used as a primer for canvases."
"loc:7c11b404-e223-4865-9a47-3697d714bf8a","funori","A seaweed-derived adhesive similar to agar that is traditionally used by Japanese scroll mounters as a consolidant. In Western conservation, Funori is often used as an adhesive for flaking media. It dries into an extremely smooth matte film, which makes it well suited for adhering fills in very thin paper."
"loc:83291570-20bb-4f6e-b07d-2946ca5b8e78","Aquazol","Trademarked name for a series of polyoxazoline compounds marketed as high performance water soluble polymers with many applications. In conservation, Aquazol compounds are applied to a wide range of object materials as a consolidant, adhesive, inpainting medium, fill material, and barrier coating."
"loc:9b0aabbc-6d71-4e8d-9f61-f14db87a2d4e","sodium borohydride","White, crystalline powder. Sodium borohydride reacts with many compounds as a reducing agent and an antichlor. It was introduced in the 1970s for use as a weak bleach for wood pulp, textile stains, and foxing spots (concentrations 0.01-1%). Sodium borohydride is used industrially as a scavenger for aldehydes, ketones, acids, esters, chlorides, disulfides, and nitriles in organic solutions."
"loc:f8094889-33b5-4f52-a557-7b88e4240985","board slotting","Art & Architecture Thesaurus Full Record Display (Getty Research) A machine-supported conservation technique developed by Christopher Clarkson for reattaching book boards which have detached due to very thin covering material at the joints, a problem that frequently arises with nineteenth-century books. A milling machine creates a slot in the spine edge of the board, into which a new cloth flange is inserted to form the new attachment."
"loc:e9350b60-96e4-488f-9f11-3a2c21079927","handmade paper","Paper made without the use of industrial machinery. Paper of this type is often provided with a watermark and frequently exhibits a rough or deckled edge as a by-product of its manufacture"
"loc:6402063d-6d7c-4679-9016-a5d0b2ba0d58","newsprint","Inexpensive, low quality paper made from wood pulp, of the type used chiefly for printing newspapers."
"loc:36a8bf21-ec16-4aae-9864-b08a437956c4","hide glue","Animal glue made from degraded collagen obtained from skin and hide."
"loc:c0503f7f-a29d-444c-8a43-9d4480be2a19","benzene","A clear, colorless, volatile aromatic solvent obtained from the destructive distillation of coal and oil."
"loc:91854a25-68bc-4b94-859c-085bd0b64021","toluene","Colorless aromatic liquid discovered by Pelletier and Walter, 1837. It is the basis of many chemical compounds in industry. Used in the synthesis of TNT, benzoic acid, saccharin, dyes, photographic chemicals, and pharmaceuticals."
"loc:81ac5b9a-0d45-42b0-af7f-ecf7a597a509","xylene","A mixture of three isomeric hydrocarbons form commercial xylene; a colorless, flammable, toxic liquid insoluble in water but that may be combined with many organic liquids and is commonly used as a solvent for lacquers and rubber cements. Other forms of xylene are used as solvents, components of aviation fuel, and for dyes, fibers, and films."
"loc:98593cb8-c7c9-4ad1-83d7-0c7e99d4e0d3","acetone","A colorless, volatile, extremely flammable liquid, miscible with water; obtained as a byproduct of wood distillation or the fermentation of corn mash. Used as a solvent, cleaning fluid, fuel additive, and for dyeing cotton, among other uses."
"loc:dda34106-bb2d-4196-b010-da5bbfa78f8f","chromolithograph","Color lithographs produced commercially in the latter half of the 19th century and later."
"loc:06fedf92-7130-4a78-8cd8-8a6c0c997b51","tooling","Intentionally leaving the marks of a tool on a surface, especially on leather or stone; produced during the finishing or dressing process."
"loc:082a5a60-5515-4936-80c8-2c3024c9cc6f","velvet","Warp pile weave, typically silk, with a short, soft dense pile produced by a supplementary warp that is raised in loops above the surface of the textile through the introduction of rods during the weaving; the loops may be cut or left uncut."
"loc:73eba084-bb39-4076-9a71-3c83bc2c00bc","shagreen","Describes a variety of processed animal hides or skins, though generally of a ray fish. Distinguished either by the rough, granular texture on the grain side of the leather or a similar pattern; frequently dyed green."
"loc:2d53412d-a88d-49c1-babd-5d37fe5d20c8","calcium carbonate","A white crystalline powder occurring naturally chiefly as the minerals calcite and aragonite."
"loc:75ca0bfb-f8e5-4342-8bd9-84e406696075","leafcasting","A technique for repairing paper by which paper pulp is pulled through areas of loss so as to fill the lacunae with freshly cast paper."
"loc:464c7f88-a488-4590-b06b-85214a103e2c","ammonium hydroxide","The hydroxy salt of ammonium ion, formed when ammonia reacts with water molecules in solution. It is an alkaline solution containing around 28.5% ammonia by weight, highly soluble in water. For solutions containing this substance, use ""ammonia water,"" though usage overlaps because ammonium hydroxide always or almost always exists only in solution."
"loc:59520edb-4821-46fb-86ae-63a387f4ad58","hydrogen peroxide","A colorless, unstable liquid prepared in an aqueous solution for commercial use, employed as a sterilizing, oxidizing and bleaching agent."
"loc:94de5f5a-cf26-4fca-9357-2c66caad02a4","calcium phytate","Refers to the calcium salt of phytic acid. In conservation, used in a solution to inhibit iron gall corrosion on manuscripts."
"loc:a4e867b3-d919-4f4c-832c-fcd526c0061b","amylase ","Digestive enzyme that breaks down starch by hydrolysis into its basic sugars. In conservation, used for removal of starch adhesives."
"loc:644a5b9f-e45a-462d-ad07-69941d848419","magnesium hydroxide","Powdery alkaline compound used in paper pulp manufacture and mass deacidification treatments. Magnesium hydroxide is found in nature as the mineral brucite. It is used medicinally as a laxative and antacid. As a suspension in water it is commonly known as milk of magnesia."
"loc:a892b41b-31e4-48ec-bd0e-76079c4be9f0","Gellan gum","Gelatinous, water-soluble polysaccharide substance used as an inexpensive substitute for agar in bacteriological media. In conservation, used in cleaning interventions on works of art on paper. Applications of rigid gelan gum allows a constant and controlled release of water onto paper."
"loc:2b639eae-6578-4b7e-8843-fa36c478dfbb","Berlin tissue","A very thin, matte tissue paper composed of kozo and mitsumata fibers. Its manufacture is based on Japanese principles of hand papermaking, and is a product of Gangolf Ulbricht in Germany. It is most often used for the restoration or conservation of paper objects."
"loc:fb2ece97-36da-4665-ab00-231ff33584c1","calcium bicarbonate","An aqueous solution of calcium carbonate dissolved in carbonic acid. Calcium bicarbonate has been used as a neutralization and alkalization agent in paper conservation. Chemical formula: Ca(HCO3)2."
"loc:16409fb9-75f8-4c95-8189-a129a07a668b","protease","Any enzyme that breaks or degrades the long chainlike molecules of proteins into shorter fragments (peptides) and eventually into their components, amino acids."
"loc:32479873-0580-466f-927d-8503c1a1c363","Western paper","Handmade papers made in the western style on a paper mould consisting of fine wires, arranged in parallel to create a laid paper or woven into a screen to create a wove paper."
"loc:4d85d2ad-6db9-4b12-b7bb-019788aa96d8","alkalyzation","Alkalization is the term used when an acidic or neutral material is made alkaline. For cellulosic materials a mild alkaline substance, such as calcium carbonate, can be used to neutralize acidic components present in a paper at a pH of 7.0. For alkalization, an excess of alkaline material is added to the paper to raise its pH above 7; the excess material is called an alkaline reserve"
"loc:fae541f0-675f-4957-8e83-64479cdae23c","Cellofas","[ICI] A registered trademark for a water-soluble polymer composed of Sodium carboxymethyl cellulose (CMC). Cellofas is used as an adhesive and consolidant"
"loc:8bc344e5-637a-469d-ba9c-858031d22862","phloroglucinol","White to yellowish crystals that are used to detect the presence of mechanical wood pulp in paper. Phloroglucinol test solution contains Hydrochloric acid and ethanol. A drop placed on the paper will turn red when Lignin is present (detection limit is about 5%). Iron will react with phloroglucinol giving a purple product. Once the two-part solution is mixed, it has a shelf life of 2-3 months (TAPPI T401)."
"loc:39ca6403-e95f-4c04-b723-d09db41b32df","Lascaux 303","A trademark for a thermoplastic acrylic resin composed of a water-based dispersion of butyl acrylate and methylmethacrylate thickened with acrylic butylester. The minimum film formation temperature for Lascaux Acrylic Adhesive 360 HV is approximately 0°C. It dries to form a film that is more flexible and elastic than 498HV. The dry film is slightly tacky and can be used as a weak pressure sensitive adhesive or it can be activated to improve adhesion with toluene, alcohol or heat (50-55°C). The emulsion can be thinned with water, but once the film is dried it is insoluble in water. Lascaux 360 HV is used as an adhesive for lining paintings and textiles."
"loc:2dbef787-0247-444c-ba31-abc2093976c5","heat set tissue","A lens tissue especially prepared for use in mending tears in paper, strengthening margins, and for laminating weak or badly torn leaves, by means of dry application rather than by the traditional aqueous application. The tissue is made of pure cellulose consisting of more or less lOO% rag content, no coating or additives, and a pH of 7.0. The tissue is not structurally uniform in texture, consequently there are small random open spaces and some bunching of fibers. Although its thickness is presumed to be approximately 0.0015 inch, this can vary from one batch to another, although it does not normally exceed 0.002 inch. The tissue is coated on one side with an acrylic resin. It is applied to both sides of tears, but to only one side of a weakened leaf, provided that no adhesive is exposed on the other side. The tissue is tipped on the leaf with a warm iron (approximately 100° F.), and then pressed on firmly through terylene or a textured paper. The iron is not pressed directly on the heat-set tissue because this might result in blocking and may also impart a sheen to the tissue, thus making it more noticeable. "
"loc:11bd839e-8791-40df-af1f-fefad0efc840","parchment size","A resizing material made from scraps of parchment. It is prepared by boiling 21 grams of parchment scraps soaked in 2 1/2 liters of water for 45 minutes, or longer if a stronger size is required. It is used at a temperature of 35 to 45° C. for resizing archival papers that have been washed. An alkaline buffering agent is sometimes added to the size to provide an alkaline reserve in the paper."
"loc:ed7578d5-5a77-41a1-a84a-0052aa625edf","recase","In a strict sense, a text block that is separated from its case, and, following repair to text block and case, is then placed back into the same case, perhaps with new endpapers, or possibly simply with new hinges. In a more general sense, a book is recased when the text block is removed from its original case (usually a publisher's binding) and placed in a new case made specifically for it. The first method might be said to be the work of the hand binder, and the second the work of the library binder. (69 , 94 )"
"loc:2ae4e361-0277-4ea9-9e9d-6c93c8431ffd","rebinding","The more-or-less complete rehabilitation of a worn and/or damaged book, the minimum amount of work involving resewing and the attachment of new covers. For the general steps in rebinding a book, see: BOOKBINDING . "
"loc:8c2d0794-04d9-4239-98ea-1cfc9652e161","resewing","The process of removing a text block from its case or covers, removing the spine lining (if any), old adhesive, as well as the original sewing thread, and then resewing the sections. In conservation bookbinding, ""resewing"" usually implies the same method of sewing as the original; in library binding, however, the term generally implies the substitution of OVERSEWING for edition sewing. (130 )"
"loc:eee3ad7b-96d6-4d3b-8713-89da34d675e0","pastel","Pastel is a class of fabricated drawing stick produced in a wide, virtually continuous array of colors (a full-palette medium). Pastels consist of finely ground pigments or colorants and fillers mixed with a relatively small amount of binder (typically a carbohydrate, although the amount and type of binder can vary across the range of materials marketed as pastels)."
"loc:e5acbee3-5cc9-45e9-95f3-f568cfee3e9c","silking removal",
"loc:f4912dff-dd24-423f-8184-8b0ef0af5c20","backing removal",
"loc:b7001c86-ce04-4e93-a567-9bf556087d9d","BASF leather dye",
"loc:235d7410-6c0b-4dbb-889d-29bd6b25f4a2","bleaching/stain reduction",
"loc:acdcf56d-ce3d-453a-ab8d-f3e9ade40517","blotter wash",
"loc:93599195-5f5e-43fa-a4eb-dbdc1b0bf64f","board reattachment",
"loc:8f0663a9-5c72-413d-9ff1-d9d5967b535e","cast acrylic",
"loc:97405fb6-ff6a-45c6-b99e-f6ea312e62ed","cast pulp paper",
"loc:7241b42e-30da-4202-9751-981a4030aac2","chalk pencil",
"loc:ab89c5e7-14f1-4087-b088-ef1a2942f7d9","fastener removal",
"loc:cd45caec-edb7-4122-bcb6-c4f83768af21","gel washing",
"loc:b926fc0b-949a-4538-adf7-5332cd4637cc","hinge removal",
"loc:3fe4f860-8f4a-4b82-83fd-8ce109b23794","inner joint repair",
"loc:22f4b399-99fc-4f82-bb1e-b662a4315624","ink corrosion mending",
"loc:dbea7167-1aad-4895-98fb-126d8cafb17d","iron gall ink treatment",
"loc:402b271b-4f66-4ff4-a96e-9f1b27f2d44c","leather consolidation",
"loc:02011961-f34a-435e-9dc4-80a8a97d17a8","light bleaching",
"loc:12b13832-46e4-4d8c-8517-68270596cd9e","machine made Western paper",
"loc:7f341b79-bf8c-40d1-9d5a-5a783b39630a","mimeograph ink",
"loc:1fbcc4b8-1591-45e0-9420-c7f2382832c7","outer joint repair",
"loc:78f4aeb6-67a5-4e05-96ff-c42defeb36f5","previous mend removal",
"loc:b2aedc72-64a2-42d8-a6a1-b5c8c319e9ce","readhere lifting covering material",
"loc:5192093b-1af0-466f-8a72-b9cf403980e7","rebinding in new binding",
"loc:e328ebd8-3054-4e69-804f-6b4f2a8c5769","remoistenable tissue",
"loc:c8759704-e23a-4b83-b88c-8f82af281703","removal of attachments",
"loc:6402a5e3-3c23-4c7f-8f78-8248b195d3fc","removing guards",
"loc:9502e7b6-fd82-4a49-af5f-ee5e4597ee09","RK paper",
"loc:984ffa3e-5a78-44ac-af1e-f516b23cd9ce","SC6000",
"loc:850c400b-7e42-4b26-a51e-029cb59fd01a","Tape Removal Formula 1",
"loc:2534d35c-feef-4f46-86ba-1fa36f64d06f","Tape Removal Formula 2",
"loc:a48a23f4-854b-4125-8723-e0b128386ebe","Tape Removal Formula 3",
"loc:9aa18a2e-a598-4912-a304-a24717dd0873","typewriter ink",
"loc:0312884b-9cbf-41e8-888d-e37d2dee9558","unframing",
"loc:54256749-2e92-4b9f-80be-35269c820ea6","water/ethanol",
"loc:207d351f-07ce-4490-a477-2d93536fd5ab","wooden boards repair",
"loc:5a449e22-e04f-46a7-a596-3ea18b75badd","spine",
